,rider,stage_results_id,rank,team,points,Type
2228,Martin Guillaume,2,25,Wanty - Groupe Gobert,0.0,Flat stage
2229,Martin Guillaume,3,16,Wanty - Groupe Gobert,0.0,Medium mountain stage
2230,Martin Guillaume,4,89,Wanty - Groupe Gobert,0.0,Flat stage
2231,Martin Guillaume,5,19,Wanty - Groupe Gobert,0.0,Medium mountain stage
2232,Martin Guillaume,6,29,Wanty - Groupe Gobert,0.0,Flat stage
2233,Martin Guillaume,7,58,Wanty - Groupe Gobert,0.0,Flat stage
2234,Martin Guillaume,8,3,Wanty - Groupe Gobert,50.0,Medium mountain stage
2235,Martin Guillaume,9,30,Wanty - Groupe Gobert,0.0,High mountain stage
2236,Martin Guillaume,10,85,Wanty - Groupe Gobert,0.0,Flat stage
2237,Martin Guillaume,11,66,Wanty - Groupe Gobert,0.0,Flat stage
2238,Martin Guillaume,12,16,Wanty - Groupe Gobert,0.0,High mountain stage
2239,Martin Guillaume,13,19,Wanty - Groupe Gobert,0.0,High mountain stage
2240,Martin Guillaume,14,41,Wanty - Groupe Gobert,0.0,Medium mountain stage
2241,Martin Guillaume,15,52,Wanty - Groupe Gobert,0.0,Medium mountain stage
2242,Martin Guillaume,16,36,Wanty - Groupe Gobert,0.0,Medium mountain stage
2243,Martin Guillaume,17,38,Wanty - Groupe Gobert,0.0,High mountain stage
2244,Martin Guillaume,18,40,Wanty - Groupe Gobert,0.0,High mountain stage
2245,Martin Guillaume,19,91,Wanty - Groupe Gobert,0.0,Flat stage
2246,Martin Guillaume,20,107,Wanty - Groupe Gobert,0.0,Individual time trial
2247,Martin Guillaume,21,54,Wanty - Groupe Gobert,0.0,Flat stage
2248,Martin Tony,1,4,Team Katusha Alpecin,40.0,Individual time trial
2249,Martin Tony,2,187,Team Katusha Alpecin,0.0,Flat stage
2250,Martin Tony,3,130,Team Katusha Alpecin,0.0,Medium mountain stage
2251,Martin Tony,4,159,Team Katusha Alpecin,0.0,Flat stage
2252,Martin Tony,5,100,Team Katusha Alpecin,0.0,Medium mountain stage
2253,Martin Tony,6,123,Team Katusha Alpecin,0.0,Flat stage
2254,Martin Tony,7,139,Team Katusha Alpecin,0.0,Flat stage
2255,Martin Tony,8,161,Team Katusha Alpecin,0.0,Medium mountain stage
2256,Martin Tony,9,71,Team Katusha Alpecin,0.0,High mountain stage
2257,Martin Tony,10,118,Team Katusha Alpecin,0.0,Flat stage
2258,Martin Tony,11,95,Team Katusha Alpecin,0.0,Flat stage
2259,Martin Tony,12,86,Team Katusha Alpecin,0.0,High mountain stage
2260,Martin Tony,13,82,Team Katusha Alpecin,0.0,High mountain stage
2261,Martin Tony,14,78,Team Katusha Alpecin,0.0,Medium mountain stage
2262,Martin Tony,15,20,Team Katusha Alpecin,0.0,Medium mountain stage
2263,Martin Tony,16,153,Team Katusha Alpecin,0.0,Medium mountain stage
2264,Martin Tony,17,125,Team Katusha Alpecin,0.0,High mountain stage
2265,Martin Tony,18,68,Team Katusha Alpecin,0.0,High mountain stage
2266,Martin Tony,19,149,Team Katusha Alpecin,0.0,Flat stage
2267,Martin Tony,20,4,Team Katusha Alpecin,40.0,Individual time trial
2268,Martin Tony,21,152,Team Katusha Alpecin,0.0,Flat stage
2269,Matthews Michael,1,16,Team Sunweb,0.0,Individual time trial
2270,Matthews Michael,2,9,Team Sunweb,14.0,Flat stage
2271,Matthews Michael,3,2,Team Sunweb,70.0,Medium mountain stage
2272,Matthews Michael,4,7,Team Sunweb,22.0,Flat stage
2273,Matthews Michael,5,142,Team Sunweb,0.0,Medium mountain stage
2274,Matthews Michael,6,7,Team Sunweb,22.0,Flat stage
2275,Matthews Michael,7,3,Team Sunweb,50.0,Flat stage
2276,Matthews Michael,8,123,Team Sunweb,0.0,Medium mountain stage
2277,Matthews Michael,9,100,Team Sunweb,0.0,High mountain stage
2278,Matthews Michael,10,13,Team Sunweb,4.0,Flat stage
2279,Matthews Michael,11,4,Team Sunweb,40.0,Flat stage
2280,Matthews Michael,12,114,Team Sunweb,0.0,High mountain stage
2281,Matthews Michael,13,138,Team Sunweb,0.0,High mountain stage
2282,Matthews Michael,14,1,Team Sunweb,100.0,Medium mountain stage
2283,Matthews Michael,15,16,Team Sunweb,0.0,Medium mountain stage
2284,Matthews Michael,16,1,Team Sunweb,100.0,Medium mountain stage
2285,Matthews Michael,17,64,Team Sunweb,0.0,High mountain stage
2286,Matthews Michael,18,118,Team Sunweb,0.0,High mountain stage
2287,Matthews Michael,19,94,Team Sunweb,0.0,Flat stage
2288,Matthews Michael,20,78,Team Sunweb,0.0,Individual time trial
2289,Matthews Michael,21,11,Team Sunweb,8.0,Flat stage
2290,Maté Luis Ángel,1,192,"Cofidis, Solutions Crédits",0.0,Individual time trial
2291,Maté Luis Ángel,2,109,"Cofidis, Solutions Crédits",0.0,Flat stage
2292,Maté Luis Ángel,3,140,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2293,Maté Luis Ángel,4,98,"Cofidis, Solutions Crédits",0.0,Flat stage
2294,Maté Luis Ángel,5,60,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2295,Maté Luis Ángel,6,92,"Cofidis, Solutions Crédits",0.0,Flat stage
2296,Maté Luis Ángel,7,166,"Cofidis, Solutions Crédits",0.0,Flat stage
2297,Maté Luis Ángel,8,43,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2298,Maté Luis Ángel,9,60,"Cofidis, Solutions Crédits",0.0,High mountain stage
2299,Maté Luis Ángel,10,143,"Cofidis, Solutions Crédits",0.0,Flat stage
2300,Maté Luis Ángel,11,70,"Cofidis, Solutions Crédits",0.0,Flat stage
2301,Maté Luis Ángel,12,28,"Cofidis, Solutions Crédits",0.0,High mountain stage
2302,Maté Luis Ángel,13,105,"Cofidis, Solutions Crédits",0.0,High mountain stage
2303,Maté Luis Ángel,14,135,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2304,Maté Luis Ángel,15,18,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2305,Maté Luis Ángel,16,171,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2306,Maté Luis Ángel,17,37,"Cofidis, Solutions Crédits",0.0,High mountain stage
2307,Maté Luis Ángel,18,64,"Cofidis, Solutions Crédits",0.0,High mountain stage
2308,Maté Luis Ángel,19,106,"Cofidis, Solutions Crédits",0.0,Flat stage
2309,Maté Luis Ángel,20,117,"Cofidis, Solutions Crédits",0.0,Individual time trial
2310,Maté Luis Ángel,21,91,"Cofidis, Solutions Crédits",0.0,Flat stage
2311,McCarthy Jay,1,109,BORA - hansgrohe,0.0,Individual time trial
2312,McCarthy Jay,2,26,BORA - hansgrohe,0.0,Flat stage
2313,McCarthy Jay,3,75,BORA - hansgrohe,0.0,Medium mountain stage
2314,McCarthy Jay,4,168,BORA - hansgrohe,0.0,Flat stage
2315,McCarthy Jay,5,62,BORA - hansgrohe,0.0,Medium mountain stage
2316,McCarthy Jay,6,19,BORA - hansgrohe,0.0,Flat stage
2317,McCarthy Jay,7,30,BORA - hansgrohe,0.0,Flat stage
2318,McCarthy Jay,8,50,BORA - hansgrohe,0.0,Medium mountain stage
2319,McCarthy Jay,9,163,BORA - hansgrohe,0.0,High mountain stage
2320,McCarthy Jay,10,28,BORA - hansgrohe,0.0,Flat stage
2321,McCarthy Jay,11,42,BORA - hansgrohe,0.0,Flat stage
2322,McCarthy Jay,12,146,BORA - hansgrohe,0.0,High mountain stage
2323,McCarthy Jay,13,84,BORA - hansgrohe,0.0,High mountain stage
2324,McCarthy Jay,14,5,BORA - hansgrohe,32.0,Medium mountain stage
2325,McCarthy Jay,15,159,BORA - hansgrohe,0.0,Medium mountain stage
2326,McCarthy Jay,16,39,BORA - hansgrohe,0.0,Medium mountain stage
2327,McCarthy Jay,17,88,BORA - hansgrohe,0.0,High mountain stage
2328,McCarthy Jay,18,122,BORA - hansgrohe,0.0,High mountain stage
2329,McCarthy Jay,19,90,BORA - hansgrohe,0.0,Flat stage
2330,McCarthy Jay,20,31,BORA - hansgrohe,0.0,Individual time trial
2331,McCarthy Jay,21,26,BORA - hansgrohe,0.0,Flat stage
2332,McLay Daniel,1,114,Fortuneo - Oscaro,0.0,Individual time trial
2333,McLay Daniel,2,14,Fortuneo - Oscaro,2.0,Flat stage
2334,McLay Daniel,3,126,Fortuneo - Oscaro,0.0,Medium mountain stage
2335,McLay Daniel,4,58,Fortuneo - Oscaro,0.0,Flat stage
2336,McLay Daniel,5,177,Fortuneo - Oscaro,0.0,Medium mountain stage
2337,McLay Daniel,6,8,Fortuneo - Oscaro,18.0,Flat stage
2338,McLay Daniel,7,10,Fortuneo - Oscaro,10.0,Flat stage
2339,McLay Daniel,8,178,Fortuneo - Oscaro,0.0,Medium mountain stage
2340,McLay Daniel,9,179,Fortuneo - Oscaro,0.0,High mountain stage
2341,McLay Daniel,10,7,Fortuneo - Oscaro,22.0,Flat stage
2342,McLay Daniel,11,5,Fortuneo - Oscaro,32.0,Flat stage
2343,McLay Daniel,12,179,Fortuneo - Oscaro,0.0,High mountain stage
2344,McLay Daniel,13,173,Fortuneo - Oscaro,0.0,High mountain stage
2345,McLay Daniel,14,175,Fortuneo - Oscaro,0.0,Medium mountain stage
2346,McLay Daniel,15,175,Fortuneo - Oscaro,0.0,Medium mountain stage
2347,McLay Daniel,16,173,Fortuneo - Oscaro,0.0,Medium mountain stage
2348,McLay Daniel,17,DNF,Fortuneo - Oscaro,0.0,High mountain stage
2349,Meintjes Louis,1,113,UAE Team Emirates,0.0,Individual time trial
2350,Meintjes Louis,2,45,UAE Team Emirates,0.0,Flat stage
2351,Meintjes Louis,3,24,UAE Team Emirates,0.0,Medium mountain stage
2352,Meintjes Louis,4,79,UAE Team Emirates,0.0,Flat stage
2353,Meintjes Louis,5,11,UAE Team Emirates,8.0,Medium mountain stage
2354,Meintjes Louis,6,25,UAE Team Emirates,0.0,Flat stage
2355,Meintjes Louis,7,52,UAE Team Emirates,0.0,Flat stage
2356,Meintjes Louis,8,12,UAE Team Emirates,6.0,Medium mountain stage
2357,Meintjes Louis,9,14,UAE Team Emirates,2.0,High mountain stage
2358,Meintjes Louis,10,46,UAE Team Emirates,0.0,Flat stage
2359,Meintjes Louis,11,50,UAE Team Emirates,0.0,Flat stage
2360,Meintjes Louis,12,5,UAE Team Emirates,32.0,High mountain stage
2361,Meintjes Louis,13,12,UAE Team Emirates,6.0,High mountain stage
2362,Meintjes Louis,14,28,UAE Team Emirates,0.0,Medium mountain stage
2363,Meintjes Louis,15,34,UAE Team Emirates,0.0,Medium mountain stage
2364,Meintjes Louis,16,29,UAE Team Emirates,0.0,Medium mountain stage
2365,Meintjes Louis,17,9,UAE Team Emirates,14.0,High mountain stage
2366,Meintjes Louis,18,7,UAE Team Emirates,22.0,High mountain stage
2367,Meintjes Louis,19,69,UAE Team Emirates,0.0,Flat stage
2368,Meintjes Louis,20,33,UAE Team Emirates,0.0,Individual time trial
2369,Meintjes Louis,21,60,UAE Team Emirates,0.0,Flat stage
2370,Minnaard Marco,1,171,Wanty - Groupe Gobert,0.0,Individual time trial
2371,Minnaard Marco,2,129,Wanty - Groupe Gobert,0.0,Flat stage
2372,Minnaard Marco,3,85,Wanty - Groupe Gobert,0.0,Medium mountain stage
2373,Minnaard Marco,4,36,Wanty - Groupe Gobert,0.0,Flat stage
2374,Minnaard Marco,5,50,Wanty - Groupe Gobert,0.0,Medium mountain stage
2375,Minnaard Marco,6,80,Wanty - Groupe Gobert,0.0,Flat stage
2376,Minnaard Marco,7,43,Wanty - Groupe Gobert,0.0,Flat stage
2377,Minnaard Marco,8,49,Wanty - Groupe Gobert,0.0,Medium mountain stage
2378,Minnaard Marco,9,54,Wanty - Groupe Gobert,0.0,High mountain stage
2379,Minnaard Marco,10,60,Wanty - Groupe Gobert,0.0,Flat stage
2380,Minnaard Marco,11,65,Wanty - Groupe Gobert,0.0,Flat stage
2381,Minnaard Marco,12,54,Wanty - Groupe Gobert,0.0,High mountain stage
2382,Minnaard Marco,13,44,Wanty - Groupe Gobert,0.0,High mountain stage
2383,Minnaard Marco,14,40,Wanty - Groupe Gobert,0.0,Medium mountain stage
2384,Minnaard Marco,15,69,Wanty - Groupe Gobert,0.0,Medium mountain stage
2385,Minnaard Marco,16,84,Wanty - Groupe Gobert,0.0,Medium mountain stage
2386,Minnaard Marco,17,31,Wanty - Groupe Gobert,0.0,High mountain stage
2387,Minnaard Marco,18,23,Wanty - Groupe Gobert,0.0,High mountain stage
2388,Minnaard Marco,19,104,Wanty - Groupe Gobert,0.0,Flat stage
2389,Minnaard Marco,20,118,Wanty - Groupe Gobert,0.0,Individual time trial
2390,Minnaard Marco,21,38,Wanty - Groupe Gobert,0.0,Flat stage
2391,Moinard Amaël,1,147,BMC Racing Team,0.0,Individual time trial
2392,Moinard Amaël,2,107,BMC Racing Team,0.0,Flat stage
2393,Moinard Amaël,3,163,BMC Racing Team,0.0,Medium mountain stage
2394,Moinard Amaël,4,83,BMC Racing Team,0.0,Flat stage
2395,Moinard Amaël,5,154,BMC Racing Team,0.0,Medium mountain stage
2396,Moinard Amaël,6,139,BMC Racing Team,0.0,Flat stage
2397,Moinard Amaël,7,87,BMC Racing Team,0.0,Flat stage
2398,Moinard Amaël,8,61,BMC Racing Team,0.0,Medium mountain stage
2399,Moinard Amaël,9,39,BMC Racing Team,0.0,High mountain stage
2400,Moinard Amaël,10,147,BMC Racing Team,0.0,Flat stage
2401,Moinard Amaël,11,128,BMC Racing Team,0.0,Flat stage
2402,Moinard Amaël,12,27,BMC Racing Team,0.0,High mountain stage
2403,Moinard Amaël,13,36,BMC Racing Team,0.0,High mountain stage
2404,Moinard Amaël,14,164,BMC Racing Team,0.0,Medium mountain stage
2405,Moinard Amaël,15,15,BMC Racing Team,1.0,Medium mountain stage
2406,Moinard Amaël,16,40,BMC Racing Team,0.0,Medium mountain stage
2407,Moinard Amaël,17,18,BMC Racing Team,0.0,High mountain stage
2408,Moinard Amaël,18,30,BMC Racing Team,0.0,High mountain stage
2409,Moinard Amaël,19,113,BMC Racing Team,0.0,Flat stage
2410,Moinard Amaël,20,55,BMC Racing Team,0.0,Individual time trial
2411,Moinard Amaël,21,85,BMC Racing Team,0.0,Flat stage
2412,Molard Rudy,1,82,FDJ,0.0,Individual time trial
2413,Molard Rudy,2,135,FDJ,0.0,Flat stage
2414,Molard Rudy,3,38,FDJ,0.0,Medium mountain stage
2415,Molard Rudy,4,49,FDJ,0.0,Flat stage
2416,Molard Rudy,5,45,FDJ,0.0,Medium mountain stage
2417,Molard Rudy,6,83,FDJ,0.0,Flat stage
2418,Molard Rudy,7,86,FDJ,0.0,Flat stage
2419,Molard Rudy,8,71,FDJ,0.0,Medium mountain stage
2420,Molard Rudy,9,95,FDJ,0.0,High mountain stage
2421,Molard Rudy,10,75,FDJ,0.0,Flat stage
2422,Molard Rudy,11,104,FDJ,0.0,Flat stage
2423,Molard Rudy,12,39,FDJ,0.0,High mountain stage
2424,Molard Rudy,13,78,FDJ,0.0,High mountain stage
2425,Molard Rudy,14,75,FDJ,0.0,Medium mountain stage
2426,Molard Rudy,15,77,FDJ,0.0,Medium mountain stage
2427,Molard Rudy,16,60,FDJ,0.0,Medium mountain stage
2428,Molard Rudy,17,36,FDJ,0.0,High mountain stage
2429,Molard Rudy,18,32,FDJ,0.0,High mountain stage
2430,Molard Rudy,19,16,FDJ,0.0,Flat stage
2431,Molard Rudy,20,90,FDJ,0.0,Individual time trial
2432,Molard Rudy,21,57,FDJ,0.0,Flat stage
2433,Mollema Bauke,1,132,Trek - Segafredo,0.0,Individual time trial
2434,Mollema Bauke,2,178,Trek - Segafredo,0.0,Flat stage
2435,Mollema Bauke,3,114,Trek - Segafredo,0.0,Medium mountain stage
2436,Mollema Bauke,4,122,Trek - Segafredo,0.0,Flat stage
2437,Mollema Bauke,5,32,Trek - Segafredo,0.0,Medium mountain stage
2438,Mollema Bauke,6,97,Trek - Segafredo,0.0,Flat stage
2439,Mollema Bauke,7,102,Trek - Segafredo,0.0,Flat stage
2440,Mollema Bauke,8,72,Trek - Segafredo,0.0,Medium mountain stage
2441,Mollema Bauke,9,21,Trek - Segafredo,0.0,High mountain stage
2442,Mollema Bauke,10,99,Trek - Segafredo,0.0,Flat stage
2443,Mollema Bauke,11,81,Trek - Segafredo,0.0,Flat stage
2444,Mollema Bauke,12,35,Trek - Segafredo,0.0,High mountain stage
2445,Mollema Bauke,13,39,Trek - Segafredo,0.0,High mountain stage
2446,Mollema Bauke,14,50,Trek - Segafredo,0.0,Medium mountain stage
2447,Mollema Bauke,15,1,Trek - Segafredo,100.0,Medium mountain stage
2448,Mollema Bauke,16,68,Trek - Segafredo,0.0,Medium mountain stage
2449,Mollema Bauke,17,26,Trek - Segafredo,0.0,High mountain stage
2450,Mollema Bauke,18,19,Trek - Segafredo,0.0,High mountain stage
2451,Mollema Bauke,19,20,Trek - Segafredo,0.0,Flat stage
2452,Mollema Bauke,20,34,Trek - Segafredo,0.0,Individual time trial
2453,Mollema Bauke,21,51,Trek - Segafredo,0.0,Flat stage
2454,Moreno Javier,1,134,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
2455,Moreno Javier,2,182,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2456,Moreno Javier,3,173,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2457,Moreno Javier,4,173,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2458,Moreno Javier,5,56,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2459,Moreno Javier,6,173,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2460,Moreno Javier,7,142,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2461,Moreno Javier,8,124,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2462,Moreno Javier,9,106,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
2463,Moreno Javier,10,126,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2464,Moreno Javier,11,158,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2465,Moreno Javier,12,93,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
2466,Moreno Javier,13,49,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
2467,Moreno Javier,14,146,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2468,Moreno Javier,15,146,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2469,Moreno Javier,16,118,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
2470,Moreno Javier,17,142,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
2471,Moreno Javier,18,109,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
2472,Moreno Javier,19,137,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2473,Moreno Javier,20,165,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
2474,Moreno Javier,21,73,Bahrain Merida Pro Cycling Team,0.0,Flat stage
2475,Mori Manuele,1,115,UAE Team Emirates,0.0,Individual time trial
2476,Mori Manuele,2,158,UAE Team Emirates,0.0,Flat stage
2477,Mori Manuele,3,77,UAE Team Emirates,0.0,Medium mountain stage
2478,Mori Manuele,4,8,UAE Team Emirates,18.0,Flat stage
2479,Mori Manuele,5,66,UAE Team Emirates,0.0,Medium mountain stage
2480,Mori Manuele,6,113,UAE Team Emirates,0.0,Flat stage
2481,Mori Manuele,7,161,UAE Team Emirates,0.0,Flat stage
2482,Mori Manuele,8,101,UAE Team Emirates,0.0,Medium mountain stage
2483,Mori Manuele,9,DNF,UAE Team Emirates,0.0,High mountain stage
2484,Naesen Oliver,1,126,AG2R La Mondiale,0.0,Individual time trial
2485,Naesen Oliver,2,78,AG2R La Mondiale,0.0,Flat stage
2486,Naesen Oliver,3,76,AG2R La Mondiale,0.0,Medium mountain stage
2487,Naesen Oliver,4,17,AG2R La Mondiale,0.0,Flat stage
2488,Naesen Oliver,5,73,AG2R La Mondiale,0.0,Medium mountain stage
2489,Naesen Oliver,6,27,AG2R La Mondiale,0.0,Flat stage
2490,Naesen Oliver,7,14,AG2R La Mondiale,2.0,Flat stage
2491,Naesen Oliver,8,67,AG2R La Mondiale,0.0,Medium mountain stage
2492,Naesen Oliver,9,59,AG2R La Mondiale,0.0,High mountain stage
2493,Naesen Oliver,10,31,AG2R La Mondiale,0.0,Flat stage
2494,Naesen Oliver,11,44,AG2R La Mondiale,0.0,Flat stage
2495,Naesen Oliver,12,66,AG2R La Mondiale,0.0,High mountain stage
2496,Naesen Oliver,13,47,AG2R La Mondiale,0.0,High mountain stage
2497,Naesen Oliver,14,26,AG2R La Mondiale,0.0,Medium mountain stage
2498,Naesen Oliver,15,81,AG2R La Mondiale,0.0,Medium mountain stage
2499,Naesen Oliver,16,23,AG2R La Mondiale,0.0,Medium mountain stage
2500,Naesen Oliver,17,80,AG2R La Mondiale,0.0,High mountain stage
2501,Naesen Oliver,18,71,AG2R La Mondiale,0.0,High mountain stage
2502,Naesen Oliver,19,38,AG2R La Mondiale,0.0,Flat stage
2503,Naesen Oliver,20,143,AG2R La Mondiale,0.0,Individual time trial
2504,Naesen Oliver,21,29,AG2R La Mondiale,0.0,Flat stage
2505,Navarro Daniel,1,186,"Cofidis, Solutions Crédits",0.0,Individual time trial
2506,Navarro Daniel,2,160,"Cofidis, Solutions Crédits",0.0,Flat stage
2507,Navarro Daniel,3,56,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2508,Navarro Daniel,4,145,"Cofidis, Solutions Crédits",0.0,Flat stage
2509,Navarro Daniel,5,92,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2510,Navarro Daniel,6,145,"Cofidis, Solutions Crédits",0.0,Flat stage
2511,Navarro Daniel,7,174,"Cofidis, Solutions Crédits",0.0,Flat stage
2512,Navarro Daniel,8,28,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2513,Navarro Daniel,9,23,"Cofidis, Solutions Crédits",0.0,High mountain stage
2514,Navarro Daniel,10,145,"Cofidis, Solutions Crédits",0.0,Flat stage
2515,Navarro Daniel,11,112,"Cofidis, Solutions Crédits",0.0,Flat stage
2516,Navarro Daniel,12,97,"Cofidis, Solutions Crédits",0.0,High mountain stage
2517,Navarro Daniel,13,25,"Cofidis, Solutions Crédits",0.0,High mountain stage
2518,Navarro Daniel,14,149,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2519,Navarro Daniel,15,13,"Cofidis, Solutions Crédits",4.0,Medium mountain stage
2520,Navarro Daniel,16,114,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
2521,Navarro Daniel,17,15,"Cofidis, Solutions Crédits",1.0,High mountain stage
2522,Navarro Daniel,18,25,"Cofidis, Solutions Crédits",0.0,High mountain stage
2523,Navarro Daniel,19,142,"Cofidis, Solutions Crédits",0.0,Flat stage
2524,Navarro Daniel,20,106,"Cofidis, Solutions Crédits",0.0,Individual time trial
2525,Navarro Daniel,21,131,"Cofidis, Solutions Crédits",0.0,Flat stage
2526,Nieve Mikel,1,133,Team Sky,0.0,Individual time trial
2527,Nieve Mikel,2,123,Team Sky,0.0,Flat stage
2528,Nieve Mikel,3,59,Team Sky,0.0,Medium mountain stage
2529,Nieve Mikel,4,153,Team Sky,0.0,Flat stage
2530,Nieve Mikel,5,23,Team Sky,0.0,Medium mountain stage
2531,Nieve Mikel,6,81,Team Sky,0.0,Flat stage
2532,Nieve Mikel,7,95,Team Sky,0.0,Flat stage
2533,Nieve Mikel,8,37,Team Sky,0.0,Medium mountain stage
2534,Nieve Mikel,9,13,Team Sky,4.0,High mountain stage
2535,Nieve Mikel,10,59,Team Sky,0.0,Flat stage
2536,Nieve Mikel,11,58,Team Sky,0.0,Flat stage
2537,Nieve Mikel,12,10,Team Sky,10.0,High mountain stage
